stream_code,universe_code,domain_code,name,description,path_type,governance_status,version,source_workbook
STR-HUM-LITERARY-CRITIC-EBE76,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Literary Critic,"Interpret and evaluate literature, culture and texts",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-LITERARY-MAGAZINE-02B5C,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Literary Magazine Founder,"Build literary magazine around poetry, criticism, translation or culture",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-LITERARY-SCOUT-E314B,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Literary Scout,"Identify promising manuscripts, authors and market trends",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-LITERARY-TRANSLAT-C66B9,UNI-HUMANITIES,DOM-HUM-TRANSLATION-STUDI-E6541,Literary Translator,"Book Translation, Publishing",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-LOCALIZATION-QUAL-96A6A,UNI-HUMANITIES,DOM-HUM-FOREIGN-LANGUAGES-A2E1D,Localization Quality Analyst,Check translated content for linguistic/cultural accuracy,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-LOCALIZATION-SPEC-90FC8,UNI-HUMANITIES,DOM-HUM-TRANSLATION-STUDI-E6541,Localization Specialist,"Apps, Websites, Gaming",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-LONG-FORM-ESSAYIS-D16B8,UNI-HUMANITIES,DOM-HUM-AI-ERA-HUMANITIES-5D7A4,Long-form Essayist,"Publishing, Independent Platforms",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-MADHUBANI-ARTIST-2F6C0,UNI-HUMANITIES,DOM-HUM-VISUAL-ARTS-EC5B9,Madhubani Artist,"Art Sales, Cultural Industry",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-MANAGING-EDITOR-13BE1,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Managing Editor,"Oversee editorial schedules, quality and team coordination",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-MANUSCRIPT-EVALUA-905BE,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Manuscript Evaluator,"Assess manuscript quality, marketability and revision needs",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-MANUSCRIPTOLOGIST-75964,UNI-HUMANITIES,DOM-HUM-HUMANITIES-E0AAE,Manuscriptologist,"Archival Work, Research",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-MARATHI-REGIONAL-3DC77,UNI-HUMANITIES,DOM-HUM-LANGUAGES-LITERAT-85D79,Marathi / Regional Language Scholar,"Language teaching, literary research, cultural documentation",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-MULTILINGUAL-DATA-E6FBF,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Multilingual Dataset Editor,Edit and validate multilingual text datasets for AI and publishing platforms,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-MUSEUM-CURATOR-E7B8D,UNI-HUMANITIES,DOM-HUM-HISTORY-HERITAGE-8BCC6,Museum Curator,Manage collections and design exhibitions,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-MUSEUM-EDUCATOR-92C20,UNI-HUMANITIES,DOM-HUM-HUMANITIES-E0AAE,Museum Educator,"Museum Programmes, Education",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-NARRATIVE-UX-WRIT-F7028,UNI-HUMANITIES,DOM-HUM-HUMANITIES-AI-EE1A7,Narrative UX Writer,"Apps, Digital Platforms",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-NEWSLETTER-PUBLIS-EDCCE,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Newsletter Publisher,Publish independent newsletters on specialised themes,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-OPINION-COLUMNIST-34529,UNI-HUMANITIES,DOM-HUM-AI-ERA-HUMANITIES-5D7A4,Opinion Columnist,"Newspapers, Digital Media",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-ORAL-HISTORY-DOCU-A4571,UNI-HUMANITIES,DOM-HUM-CULTURAL-MUSEUM-H-15A96,Oral History Documenter,"Record memories, community histories and life narratives",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-ORAL-TRADITION-AR-74D04,UNI-HUMANITIES,DOM-HUM-INDIC-KNOWLEDGE-C-0CB30,Oral Tradition Archivist,"Archives, Cultural Institutions",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-ORGANIZATIONAL-PS-8D423,UNI-HUMANITIES,DOM-HUM-PSYCHOLOGY-BEHAVI-C524E,Organizational Psychologist,Use psychology for workplace behaviour and assessment,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PHILOSOPHY-PROFES-6D46A,UNI-HUMANITIES,DOM-HUM-PHILOSOPHY-ETHICS-DCD19,Philosophy Professor / Researcher,"Teach/research ethics, logic and philosophy",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-POD-PUBLISHING-CO-4CC04,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,POD Publishing Consultant,Help authors publish books using print-on-demand platforms,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PODCAST-CREATOR-A2726,UNI-HUMANITIES,DOM-HUM-MEDIA-COMMUNICATI-834B4,Podcast Creator,"Independent Media, Sponsorships",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PODCAST-PRODUCER-54220,UNI-HUMANITIES,DOM-HUM-JOURNALISM-MEDIA-0A08B,Podcast Producer / Audio Storyteller,"Plan, script, record and edit audio shows",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PODCAST-STORYTELL-09871,UNI-HUMANITIES,DOM-HUM-AI-ERA-HUMANITIES-5D7A4,Podcast Storyteller,"Podcasting, Media Platforms",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-POLITICAL-ANALYST-B725F,UNI-HUMANITIES,DOM-HUM-POLITICAL-SCIENCE-1E5AB,Political Analyst,"Analyze elections, public opinion and policy trends",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-POWADA-SHAHIRI-AR-14ADB,UNI-HUMANITIES,DOM-HUM-PERFORMING-ARTS-566E4,Powada/Shahiri Artist,"Stage Performance, Cultural Events",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PROMPT-DESIGNER-5A3AD,UNI-HUMANITIES,DOM-HUM-HUMANITIES-AI-EE1A7,Prompt Designer,"AI Companies, Freelance",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PROMPT-WRITER-AI-A77BA,UNI-HUMANITIES,DOM-HUM-PUBLISHING-WRITIN-53DF9,Prompt Writer / AI Content Evaluator - Humanities,"Evaluate AI outputs, write prompts and improve quality",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PROOFREADER-2F3F1,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Proofreader,"Final checking of books, journals and digital text before publication",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PSYCHOMETRIC-TEST-0EF56,UNI-HUMANITIES,DOM-HUM-PSYCHOLOGY-BEHAVI-C524E,Psychometric Test Developer,"Design, validate and interpret psychological tests",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PUBLIC-ADMINISTRA-E4C3D,UNI-HUMANITIES,DOM-HUM-POLITICAL-SCIENCE-1E5AB,Public Administration Academic / Researcher,Teach/research administrative theory,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PUBLIC-ENGAGEMENT-7ED09,UNI-HUMANITIES,DOM-HUM-HUMAN-CENTRED-EME-EC587,Public Engagement Specialist,"Government, NGOs, Museums",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PUBLIC-POLICY-RES-97B94,UNI-HUMANITIES,DOM-HUM-POLITICAL-SCIENCE-1E5AB,Public Policy Researcher,Research policy problems and propose solutions,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PUBLIC-RELATIONS-88FD4,UNI-HUMANITIES,DOM-HUM-JOURNALISM-MEDIA-0A08B,Public Relations Content Specialist,Create press notes and media communication,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PUBLISHING-COORDI-9C887,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Publishing Coordinator,"Coordinate manuscripts, authors, designers, printers and deadlines",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-PUBLISHING-PLATFO-87F9E,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Publishing Platform Manager,Manage publishing workflows on digital platforms and author-service portals,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-REGIONAL-LANGUAGE-D3629,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Regional Language Publisher,Publish books and digital content in Indian languages,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-RELIGIOUS-STUDIES-F278A,UNI-HUMANITIES,DOM-HUM-PHILOSOPHY-ETHICS-DCD19,Religious Studies / Comparative Religion Scholar,"Academic study of religions, texts and society",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-RESEARCH-DIGEST-C-EF386,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Research Digest Creator,"Summarise research, policy reports and books for wider audiences",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-RURAL-DEVELOPMENT-4F741,UNI-HUMANITIES,DOM-HUM-SOCIOLOGY-SOCIAL-ACBF8,Rural Development Professional,"Rural livelihood, governance and community projects",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SANSKRIT-STUDIES-F1792,UNI-HUMANITIES,DOM-HUM-LANGUAGES-LITERAT-85D79,Sanskrit Studies & Indology,"Classical texts, manuscripts, Indian knowledge systems",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SCHOOL-PSYCHOLOGI-76A23,UNI-HUMANITIES,DOM-HUM-PSYCHOLOGY-BEHAVI-C524E,School Psychologist / School Counsellor,"Support students, teachers and parents",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SCHOOL-TEACHER-AR-EB20C,UNI-HUMANITIES,DOM-HUM-EDUCATION-TEACHIN-F6148,School Teacher - Arts Subjects,"Teach History, Political Science, English, Geography etc.",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SCRIPT-WRITER-A45D8,UNI-HUMANITIES,DOM-HUM-MEDIA-COMMUNICATI-834B4,Script Writer,"Film, OTT, Theatre",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SCRIPTWRITER-FILM-4EED0,UNI-HUMANITIES,DOM-HUM-PUBLISHING-WRITIN-53DF9,Scriptwriter - Film/OTT/Theatre,"Write scripts, dialogues and story bibles",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SENSITIVITY-READE-45521,UNI-HUMANITIES,DOM-HUM-PUBLISHING-EDITOR-37FCF,Sensitivity Reader,"Review manuscripts for cultural, social and ethical representation",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SOCIAL-MEDIA-CONT-7CB12,UNI-HUMANITIES,DOM-HUM-JOURNALISM-MEDIA-0A08B,Social Media Content Strategist - Arts Route,Plan content calendars and audience communication,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SOCIAL-WORKER-MSW-4A0DA,UNI-HUMANITIES,DOM-HUM-SOCIOLOGY-SOCIAL-ACBF8,Social Worker / MSW Professional,Work with communities and vulnerable groups,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SOCIOLOGIST-SOCIO-6B5A2,UNI-HUMANITIES,DOM-HUM-SOCIOLOGY-SOCIAL-ACBF8,Sociologist / Sociology Professor,Research social institutions and change,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SPECIAL-EDUCATOR-3054A,UNI-HUMANITIES,DOM-HUM-EDUCATION-TEACHIN-F6148,Special Educator - Non-medical Route,Support learners with special needs,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SPORTS-PSYCHOLOGI-B758A,UNI-HUMANITIES,DOM-HUM-PSYCHOLOGY-BEHAVI-C524E,Sports Psychologist,Mental training and performance support for athletes,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-STATE-CIVIL-SERVI-83788,UNI-HUMANITIES,DOM-HUM-POLITICAL-SCIENCE-1E5AB,State Civil Services / MPSC-type Careers,"State administration, revenue, police, development",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-STUDENT-SUCCESS-M-E872F,UNI-HUMANITIES,DOM-HUM-HUMAN-CENTRED-EME-EC587,Student Success Mentor,Education Sector,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SUBTITLING-DUBBIN-30B67,UNI-HUMANITIES,DOM-HUM-LANGUAGES-LITERAT-85D79,Subtitling & Dubbing Script Specialist,Create subtitles and culturally adapted dubbing scripts,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-SUBTITLING-SPECIA-2B0F8,UNI-HUMANITIES,DOM-HUM-TRANSLATION-STUDI-E6541,Subtitling Specialist,"OTT Platforms, Film",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-TECHNICAL-DOCUMEN-E7C30,UNI-HUMANITIES,DOM-HUM-LANGUAGES-LITERAT-85D79,Technical / Documentation Writer,"Prepare guides, FAQs and knowledge-base content",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-TEMPLE-HERITAGE-I-372D4,UNI-HUMANITIES,DOM-HUM-INDIC-KNOWLEDGE-C-0CB30,Temple Heritage Interpreter,"Tourism, Heritage Walks",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-THEATRE-ARTIST-AC-F7BD6,UNI-HUMANITIES,DOM-HUM-PERFORMING-FINE-A-8422E,Theatre Artist / Actor,"Acting, stage performance and theatre production",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-TRANSLATOR-7E127,UNI-HUMANITIES,DOM-HUM-TRANSLATION-STUDI-E6541,Translator,"Publishing, Government, OTT",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-TRANSLATOR-INTERP-64E53,UNI-HUMANITIES,DOM-HUM-LANGUAGES-LITERAT-85D79,Translator / Interpreter,Translate documents and interpret speech,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-URBAN-STUDIES-RES-1455B,UNI-HUMANITIES,DOM-HUM-GEOGRAPHY-ENVIRON-49E1C,Urban Studies Researcher,"Research urbanisation, migration, housing and services",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-UX-WRITER-CONTENT-4A999,UNI-HUMANITIES,DOM-HUM-PUBLISHING-WRITIN-53DF9,UX Writer / Content Designer,Write interface text and product communication,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-VEDIC-STUDIES-SCH-EA4A8,UNI-HUMANITIES,DOM-HUM-HUMANITIES-E0AAE,Vedic Studies Scholar,"Teaching, Research, Cultural Consultancy",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-WARLI-ART-SPECIAL-5FA3B,UNI-HUMANITIES,DOM-HUM-VISUAL-ARTS-EC5B9,Warli Art Specialist,"Workshops, Exhibitions, Merchandise",Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-HUM-YOUTUBE-EDUCATOR-688EF,UNI-HUMANITIES,DOM-HUM-MEDIA-COMMUNICATI-834B4,YouTube Educator,Educational Content Business,Core,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
STR-INTD-ACCESSIBILITY-IN-22CE1,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Accessibility & Inclusive Design,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ADIVASI-LITERATU-2D551,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Adivasi Literature, Oral Traditions & Cultural Archiving",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-AGRI-MARKET-INTE-30CC5,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Agri-Market Intelligence Services,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-AGRI-TECH-BUSINE-B007A,UNI-INTERDISCIPLINARY,DOM-INTD-AGRI-TECHNOLOGY-4E700,Agri-Tech Business Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-AI-ASSISTED-MEDI-444EE,UNI-INTERDISCIPLINARY,DOM-INTD-MEDIA-COMMUNICAT-2CA67,AI-assisted Media Producer,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-AI-CONTENT-KNOWL-06A6C,UNI-INTERDISCIPLINARY,DOM-INTD-HUMANITIES-TECHN-8E12A,AI Content & Knowledge Systems Curator,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-AI-ETHICS-GOVERN-9CCAD,UNI-INTERDISCIPLINARY,DOM-INTD-AI-GOVERNANCE-AA5A6,AI Ethics & Governance Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-AI-GOVERNANCE-AN-E6D78,UNI-INTERDISCIPLINARY,DOM-INTD-LAW-TECHNOLOGY-G-C7210,AI Governance Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ARCHAEOLOGY-DIGI-1672A,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Archaeology + Digital Documentation,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ARCHIVAL-STUDIES-438E7,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Archival Studies / Archive Management,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-AREA-STUDIES-REG-63AA9,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Area Studies / Regional Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ASSISTIVE-TECHNO-40101,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Assistive Technology & Accessible Design,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-BAMBOO-LAC-MINOR-EF20E,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Bamboo, Lac & Minor Forest Enterprise Management",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-BEHAVIOURAL-ECON-E9131,UNI-INTERDISCIPLINARY,DOM-INTD-BEHAVIOUR-POLICY-5074A,Behavioural Economist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-BIOENTREPRENEURS-DF891,UNI-INTERDISCIPLINARY,DOM-INTD-EMERGING-FRONTIE-E49FE,Bioentrepreneurship Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-BIOETHICS-47F40,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Bioethics,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-BIOINFORMATICS-S-7F57D,UNI-INTERDISCIPLINARY,DOM-INTD-LIFE-SCIENCES-DA-36B7A,Bioinformatics Specialist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-BLOCKCHAIN-COMPL-20BC0,UNI-INTERDISCIPLINARY,DOM-INTD-COMMERCE-ANALYTI-7F730,Blockchain Compliance Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-BORDERLAND-STUDI-27EA5,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Borderland Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-BUDDHIST-STUDIES-27600,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Buddhist Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CIRCULAR-ECONOMY-D8DEF,UNI-INTERDISCIPLINARY,DOM-INTD-SUSTAINABILITY-E-5D9C9,Circular Economy Consultant,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CLIMATE-ADAPTATI-C32E2,UNI-INTERDISCIPLINARY,DOM-INTD-EMERGING-FRONTIE-E49FE,Climate Adaptation Planner,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CLIMATE-FINANCE-6D2EB,UNI-INTERDISCIPLINARY,DOM-INTD-CLIMATE-FINANCE-B143E,Climate Finance Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CLIMATE-HUMANITI-4364A,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Climate Humanities,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COGNITIVE-SCIENC-681E2,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Cognitive Science,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMMUNITY-BIO-CU-7252E,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Community Bio-Cultural Documentation & Ethics,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMMUNITY-CLIMAT-15EB9,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Community Climate Adaptation & Disaster Resilience,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMMUNITY-DATA-I-11BFC,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Community Data, Impact Evaluation & Social Analytics",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMMUNITY-HEALTH-FE968,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Community Health & Tribal Public Health,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMMUNITY-MEDIA-76254,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Community Media, Folk Media & Development Communication",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMMUNITY-MENTAL-46923,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Community Mental Health & Social Work,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMMUNITY-NUTRIT-8C1C0,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Community Nutrition & Food Systems,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMPARATIVE-RELI-2EAE0,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Comparative Religion / Religious Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMPUTATIONAL-LI-5769A,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Computational Linguistics,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMPUTATIONAL-LI-75E92,UNI-INTERDISCIPLINARY,DOM-INTD-HUMANITIES-TECHN-8E12A,Computational Linguist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMPUTATIONAL-LI-EEE1E,UNI-INTERDISCIPLINARY,DOM-INTD-LANGUAGE-AI-BE738,Computational Linguist / NLP Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-COMPUTATIONAL-SO-043A8,UNI-INTERDISCIPLINARY,DOM-INTD-SOCIAL-SCIENCE-D-53A04,Computational Social Scientist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CREATOR-ECONOMY-53EB9,UNI-INTERDISCIPLINARY,DOM-INTD-MEDIA-COMMUNICAT-2CA67,Creator Economy Strategist (Structured),,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CULTURAL-ANALYTI-274FB,UNI-INTERDISCIPLINARY,DOM-INTD-HUMANITIES-TECHN-8E12A,Cultural Analytics Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CULTURAL-ANALYTI-E1877,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Cultural Analytics,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CYBER-LAW-SPECIA-18356,UNI-INTERDISCIPLINARY,DOM-INTD-LAW-TECHNOLOGY-G-C7210,Cyber Law Specialist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-CYBER-POLICY-DIG-5D80B,UNI-INTERDISCIPLINARY,DOM-INTD-LAW-TECH-C84AB,Cyber Policy & Digital Rights Professional,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DATA-FOR-GOVERNA-F0336,UNI-INTERDISCIPLINARY,DOM-INTD-PUBLIC-POLICY-EC-CCDB1,Data for Governance Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DATA-JOURNALISM-824A5,UNI-INTERDISCIPLINARY,DOM-INTD-MEDIA-DATA-C501B,Data Journalism Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
