career_outcome_code,universe_code,name,governance_status,version,source_document
CAR-HUM-DH-CONVAIANDHUMA-01,UNI-HUMANITIES,Conversational AI Trainer,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-DIGIHUMA-01,UNI-HUMANITIES,Digital Humanities Researcher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-DIGISTOR-01,UNI-HUMANITIES,Podcast Storyteller,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-HUMACENTUXCOMM-01,UNI-HUMANITIES,Narrative UX Writer,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-MEDITHOUANDSOCI-01,UNI-HUMANITIES,Opinion Columnist,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-PUBL-01,UNI-HUMANITIES,Ghost Writer,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-WRITANDNARRSYST-01,UNI-HUMANITIES,Blog Writer,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-WRITANDNARRSYST-02,UNI-HUMANITIES,Long-form Essayist,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-IKS-ANCIANDINDISTUD-01,UNI-HUMANITIES,Epigraphy Assistant,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-IKS-CULTSTUD-01,UNI-HUMANITIES,Folk Culture Researcher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-IKS-INDIKNOWSYST-01,UNI-HUMANITIES,IKS Researcher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-IKS-INDIKNOWSYST-02,UNI-HUMANITIES,Vedic Studies Scholar,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-IKS-INDIHERISTUD-01,UNI-HUMANITIES,Oral Tradition Archivist,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-IKS-TEMPANDSACRHERI-01,UNI-HUMANITIES,Temple Heritage Interpreter,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
