skill_code,name,category,description,governance_status,version,source_workbook
SKL-INTD-EQUITY-ANALYSIS-2844F,"Equity analysis, policy writing, qualitative research, constitutional awareness",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-ESG-CARBON-MARKE-5EA06,"ESG, carbon markets, modelling",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-ESG-CARBON-MARKE-C029F,"ESG, carbon markets, financial modelling, policy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-ESG-REPORTING-GR-AA904,"ESG reporting, GRI/BRSR awareness, research",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-ETHICS-POLICY-WR-9152F,"Ethics, policy writing, AI basics, regulatory analysis",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-ETHNOGRAPHIC-RES-79E49,"Ethnographic research, policy analysis, field documentation, constitutional literacy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-EXAM-STRATEGY-PR-C7B7D,"Exam strategy, project documentation, interview skills",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-EXCEL-BI-ACCOUNT-805B1,"Excel/BI, accounting, analytics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-EXCEL-FINANCE-BA-C6AF8,"Excel, finance basics, business communication",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-EXCEL-PYTHON-BI-9C840,"Excel, Python, BI, accounting",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-EXCEL-PYTHON-R-A-3EFFD,"Excel, Python/R, accounting, statistics, BI tools",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-EXPERIMENT-DESIG-168D7,"Experiment design, stats, nudges",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FIELD-IMMERSION-D56BE,"Field immersion, enterprise design, livelihoods",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FIELDWORK-BUSINE-BD019,"Fieldwork, business planning",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FIELDWORK-DATA-L-81D7C,"Fieldwork, data, local language",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FIELDWORK-M-E-BU-59C29,"Fieldwork, M&E, budgeting",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FINANCE-PRODUCT-0B2B1,"Finance, product, analytics, regulation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FINANCE-PRODUCT-1ED75,"Finance, product thinking, data, regulation basics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FINANCIAL-LITERA-9E7DE,"Financial literacy, credit appraisal, data reporting, field audits",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FOOD-DOCUMENTATI-E622A,"Food documentation, hygiene, branding, nutrition, entrepreneurship",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FOOD-SAFETY-OPER-6E207,"Food safety, operations, branding, supply chain",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-FOREST-RIGHTS-AC-77A9F,"Forest Rights Act literacy, land records, community facilitation, legal documentation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-GENDER-ANALYSIS-D68C4,"Gender analysis, program design, community facilitation, documentation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-GIS-HYDROLOGY-PO-BD275,"GIS, hydrology, policy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-GIS-PLANNING-GOV-7962E,"GIS, planning, governance",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-GIS-PYTHON-REMOT-0791E,"GIS, Python, remote sensing",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-GIS-REMOTE-SENSI-64DEE,"GIS, remote sensing, Python, spatial analysis",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-HCI-AI-WORKFLOW-E9005,"HCI, AI workflow, usability",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-HEALTH-DATA-PRIV-0B013,"Health data, privacy, dashboards",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-HEALTH-INDICATOR-C4AC7,"Health indicators, BI, privacy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-HEALTH-SYSTEMS-D-240F2,"Health systems, data dashboards, privacy, Excel/SQL",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-HR-DATA-SURVEYS-A78AC,"HR data, surveys, BI",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-HYDROLOGY-BASICS-E9E80,"Hydrology basics, GIS, policy, project management",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-INSTRUCTIONAL-DE-0F1DA,"Instructional design, LMS, pedagogy, analytics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-INTERVIEWS-USABI-716ED,"Interviews, usability, empathy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-IP-PRODUCT-MARKE-92A5D,"IP, product, market validation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-IPR-BIODIVERSITY-24877,"IPR, biodiversity law, community protocols, documentation ethics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-JOURNEY-MAPPING-93A35,"Journey mapping, systems thinking",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-KYC-AML-COMPLIAN-CE04D,"KYC, AML, compliance analytics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-LEARNING-ANALYTI-1E779,"Learning analytics, assessment, dashboards",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-LEGAL-LITERACY-M-A759F,"Legal literacy, mediation, documentation, field counselling",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-LEGAL-RESEARCH-A-98966,"Legal research, audit, documentation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-LEGAL-RESEARCH-E-7EF39,"Legal research, Excel/SQL, compliance analytics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-LEGAL-SIMPLIFICA-938AA,"Legal simplification, visual design, UX, policy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-LINGUISTICS-PYTH-48183,"Linguistics, Python, NLP, corpus analysis",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-LOCAL-GOVERNANCE-D2D72,"Local governance, PESA awareness, budgeting, gram sabha facilitation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-METADATA-SCANNIN-97CFA,"Metadata, scanning, writing",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-METADATA-TEXT-MI-04F20,"Metadata, text mining, archives",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-MONITORING-EVALU-66F38,"Monitoring & evaluation, survey design, dashboards",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-NLP-CORPUS-PHONE-F521A,"NLP, corpus, phonetics, Python",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-NUTRITION-ASSESS-576BF,"Nutrition assessment, food culture documentation, program implementation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-OPERATIONS-BI-PA-07BDC,"Operations, BI, patient flow",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-OPERATIONS-DEVIC-2F776,"Operations, device basics, hospital workflow, compliance",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-ORAL-HISTORY-TRA-5FDF8,"Oral history, translation, archival metadata, recording ethics, storytelling",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PEDAGOGY-CONTENT-E35B4,"Pedagogy, content, LMS, assessment",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PEDAGOGY-MULTILI-4E864,"Pedagogy, multilingual education, learner assessment, community engagement",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PERFORMANCE-DOCU-EAEB1,"Performance documentation, cultural entrepreneurship, rights-sensitive curation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PHARMA-MARKETING-DF4B1,"Pharma marketing, regulation, market access",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PHONETICS-TRANSC-38BC8,"Phonetics, transcription, translation, digital archiving, community literacy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PLANT-IDENTIFICA-C15D0,"Plant identification, community interviewing, biodiversity documentation, ethics/IPR",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-POLICY-ANALYSIS-5A4B7,"Policy analysis, statistics, writing, field research",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-POLICY-ANALYSIS-92AC4,"Policy analysis, space economy, regulation, tech literacy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-POLICY-ANALYSIS-E0B51,"Policy analysis, writing, data",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PRA-TOOLS-DATA-C-E389D,"PRA tools, data collection, report writing, facilitation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PRICING-POLICY-M-7470D,"Pricing, policy, market research",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PROCESS-DESIGN-A-E6607,"Process design, automation, UI logic",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PRODUCT-DEVELOPM-9E99A,"Product development, procurement, value addition, cluster marketing",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PRODUCT-INTEROPE-EE596,"Product, interoperability, user needs",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PRODUCT-THINKING-305D2,"Product thinking, legal workflows, UX",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PRODUCTION-BUDGE-C4C68,"Production budgeting, rights, distribution, marketing",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-PRODUCTION-ETHIC-E0F32,"Production, ethics, AI workflow",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-READING-OBSERVAT-52290,"Reading, observation, digital familiarity",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-REGIONAL-RESEARC-5CE1B,"Regional research, resource mapping, development documentation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-RESEARCH-INTERVI-50599,"Research, interviewing, reporting",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-RESEARCH-REPORTI-0C9A4,"Research, reporting, standards awareness",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-RESEARCH-WRITING-BFE3E,"Research writing, public speaking, data interpretation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-RESPONSIBLE-TOUR-72DD8,"Responsible tourism, community consent, itinerary design, storytelling",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-RETAIL-ANALYTICS-490B7,"Retail analytics, e-commerce, merchandising",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-RETAIL-MERCHANDI-52215,"Retail, merchandising, textiles, e-commerce",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-RISK-MAPPING-PAR-DDA56,"Risk mapping, participatory planning, GIS basics, climate communication",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-RISK-METRICS-STA-F907D,"Risk metrics, statistics, modelling",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SENSORS-FARM-DAT-E7777,"Sensors, farm data, advisory",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SHG-MOBILIZATION-F2E55,"SHG mobilization, microfinance, enterprise planning, accounting basics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SIMPLIFICATION-V-1156C,"Simplification, visuals, UX",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SPACE-ECONOMY-RE-139BD,"Space economy, regulation, research",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-STATISTICS-PERFO-38613,"Statistics, performance metrics, scouting, visualization",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-STATISTICS-PSYCH-9E06F,"Statistics, psychology, experiment design, economics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-STATISTICS-PYTHO-D45EC,"Statistics, Python/R, surveys, causal thinking",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-STATISTICS-SURVE-48150,"Statistics, survey design, Excel/R/Python, impact evaluation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-STORYTELLING-CUR-0EDC2,"Storytelling, curation, visitor experience",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-STORYTELLING-LOG-36AFF,"Storytelling, logistics, research",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SURVEY-EVALUATIO-7CEDC,"Survey, evaluation, reporting",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SURVEY-RESEARCH-33930,"Survey research, labour law, policy analysis, data interpretation",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SURVEY-SOCIAL-DA-65F92,"Survey, social data, visualization",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SURVEY-STATISTIC-59992,"Survey, statistics, health indicators",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-SYSTEMS-THINKING-093A9,"Systems thinking, waste audit, business modelling",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-TAXONOMY-PROMPTS-D88FE,"Taxonomy, prompts, metadata, QA",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-TEXT-ANALYSIS-AR-21C1F,"Text analysis, archiving, metadata, digital storytelling",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-TRADITIONAL-CROP-10908,"Traditional crops, FPO systems, value addition, nutrition branding",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-UPI-ONDC-ABDM-UN-9B621,"UPI/ONDC/ABDM understanding, analytics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-URBAN-FIELD-RESE-F6995,"Urban field research, housing policy, participatory planning, data collection",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-URBAN-RESEARCH-G-F457C,"Urban research, GIS, planning law, data",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-USER-RESEARCH-EM-0306B,"User research, empathy, interviewing, prototyping, analytics",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-USER-RESEARCH-PR-9762B,"User research, prototyping, accessibility standards, empathy testing",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-UX-ANALYTICS-PRO-4D6A9,"UX, analytics, product strategy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-VALUE-CHAIN-ANAL-22E11,"Value-chain analysis, procurement, quality, cooperative marketing",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-WASH-PLANNING-CO-8205D,"WASH planning, community mobilization, monitoring, environmental health",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-WASTE-AUDIT-BUSI-78B8A,"Waste audit, business model",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-WRITING-CAMPAIGN-5D023,"Writing, campaign design, social research, audio-visual skills",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-WRITING-DATA-INT-5BE58,"Writing, data, interviews",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-WRITING-VISUALIZ-4B55B,"Writing, visualization, science literacy",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-WRITING-VISUALIZ-7489A,"Writing, visualization, public science",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-INTD-WRITING-VISUALIZ-A8D3D,"Writing, visualization, public speaking",,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
SKL-LAW-ADMINISTRATION-PR-79922,"Administration, procedure, records, public dealing",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ADR-PROCESS-DESIG-A9F85,"ADR, process design, communication, data privacy",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ADVOCACY-54DD7,Advocacy,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ADVOCACY-DRAFTING-D6A6F,"Advocacy, drafting, client counselling, evidence, procedure",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-AI-LAW-ETHICS-RIS-A08C2,"AI law, ethics, risk, model governance, contracts",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-AML-LAW-INVESTIGA-FA125,"AML law, investigation, data analysis, reporting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-BUSINESS-AC298,Business,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CATALOGUING-LEGAL-E2535,"Cataloguing, legal research, digitization, preservation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-COMMUNITY-OUTREAC-B148A,"Community outreach, basic law, documentation, empathy",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-COMPANY-LAW-GOVER-C0CFE,"Company law, governance, filings, board process",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-COMPANY-LAW-IBC-D-8EC5F,"Company law, IBC, drafting, advocacy",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-COMPETITION-LAW-E-84684,"Competition law, economics, data analysis, drafting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-COMPLIANCE-3DC36,Compliance,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONSTITUTIONAL-LA-83655,"Constitutional law, advocacy, empathy, field research",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONSUMER-LAW-DRAF-B713D,"Consumer law, drafting, evidence, negotiation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-ADMIRAL-266B3,"Contracts, admiralty, insurance, logistics",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-CODE-LI-72492,"Contracts, code literacy, fintech law, risk",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-COPYRIG-00674,"Contracts, copyright, licensing, negotiation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-DISPUTE-3351E,"Contracts, dispute resolution, sponsorship, IP",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-FINANCE-EE2C6,"Contracts, finance, procurement, regulation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-NEGOTIA-24AFB,"Contracts, negotiation, company law, securities law, commercial awareness",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-PROCEDU-928A9,"Contracts, procedure, negotiation, cross-border law",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-PROCESS-A0ECB,"Contracts, process, metadata, negotiation support",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CONTRACTS-RISK-CO-53543,"Contracts, risk, compliance, business communication",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CRIMINAL-LAW-COMP-DA921,"Criminal law, company law, evidence, strategy",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CRIMINAL-LAW-EVID-9AD37,"Criminal law, evidence, advocacy, victim sensitivity",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CRPC-BNSS-EVIDENC-23215,"CrPC/BNSS, evidence, privacy, investigation process",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CSR-LAW-GRANT-CON-8F0D9,"CSR law, grant contracts, monitoring, reporting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-CYBER-FORENSICS-1CAC8,Cyber/Forensics,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-DATA-11194,Data,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-DATA-CLEANING-VIS-6A898,"Data cleaning, visualization, legal taxonomy, statistics",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-DESIGN-THINKING-P-9E830,"Design thinking, plain language, law, user research",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-DOCUMENT-VERIFICA-D3762,"Document verification, ethics, record keeping",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-DOCUMENTATION-RES-8A978,"Documentation, research, filing, client communication",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-DOCUMENTATION-VER-867F0,"Documentation, verification, record keeping",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-DPDP-GDPR-BASICS-E0D7B,"DPDP, GDPR basics, DPIA, vendor contracts, cyber awareness",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-EDITING-CITATION-01F96,"Editing, citation, copyright, taxonomy, metadata",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-EDUCATION-REGULAT-D64F4,"Education regulation, contracts, policy, dispute resolution",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ENERGY-REGULATION-100C3,"Energy regulation, contracts, finance, climate law",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ENTREPRENEURSHIP-8F1F8,"Entrepreneurship, law, product, marketing, compliance",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ENVIRONMENTAL-LAW-BFA6A,"Environmental law, ESG reporting, litigation, science literacy",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ETHICS-8B4D3,Ethics,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ETHICS-CONFLICTS-3685E,"Ethics, conflicts, confidentiality, policy drafting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-EVIDENCE-FORENSIC-7DE38,"Evidence, forensic methods, report interpretation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-EVIDENCE-LAW-FORE-28A34,"Evidence law, forensic imaging, chain of custody",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-FAMILY-LAW-COUNSE-00108,"Family law, counselling, negotiation, drafting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-FCRA-CONTRACTS-GO-92624,"FCRA, contracts, governance, reporting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-FINANCE-CONTRACTS-7F8BE,"Finance, contracts, security creation, regulation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-FOOD-REGULATIONS-BC153,"Food regulations, audits, labeling, contracts",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-FUND-STRUCTURES-S-24DF0,"Fund structures, securities law, tax, contracts",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-FUTURE-SECTOR-FCA69,Future Sector,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-HUMAN-SKILLS-2E74F,Human Skills,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-IBC-FINANCE-MANAG-5747B,"IBC, finance, management, negotiation, ethics",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-IBC-PROCESS-FINAN-4B9DB,"IBC process, finance, documentation, stakeholder communication",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-IMMIGRATION-LAW-D-6533D,"Immigration law, documentation, client counselling",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-INSURANCE-LAW-CON-59267,"Insurance law, contracts, claims, litigation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-INTERNATIONAL-LAW-A50D1,"International law, drafting, negotiation, languages",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-INTERNATIONAL-SPA-0E080,"International space law, contracts, telecom, policy",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-INTERNATIONAL-TRA-961D3,"International trade law, economics, customs, writing",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-IP-LAW-SEARCH-DRA-4EC74,"IP law, search, drafting, prosecution, licensing",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-ISSUE-CODING-PRIV-F3A3F,"Issue coding, privilege, confidentiality, platform skills",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-IT-ACT-EVIDENCE-D-53604,"IT Act, evidence, digital forensics, incident reporting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LABOUR-LAW-NEGOTI-2E017,"Labour law, negotiation, HR policy, dispute resolution",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LANGUAGE-A17A2,Language,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LANGUAGE-LEGAL-TE-68C86,"Language, legal terminology, accuracy, confidentiality",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LAW-SUBJECTS-PROC-86D0D,"Law subjects, procedure, judgment writing, ethics",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LEGAL-CORE-4EB82,Legal Core,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LEGAL-MERITS-ANAL-69109,"Legal merits analysis, finance, risk, negotiation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LEGAL-PROCESS-PRO-88889,"Legal process, project management, quality, client delivery",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LEGAL-RESEARCH-DR-640BC,"Legal research, drafting, confidentiality, case law",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-LEGISLATIVE-RESEA-34D1B,"Legislative research, drafting, constitutional law",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-MEDICAL-NEGLIGENC-3E72B,"Medical negligence, consent, privacy, regulation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-MILITARY-LAW-DISC-8A560,"Military law, discipline, advocacy, leadership",,,Validated,0.6.1a,5-Structured- Law.xlsx
