domain_code,universe_code,name,description,governance_status,version,source_workbook
DOM-LAW-LAW-PUBLISHING-9E522,UNI-LAW,Law + Publishing,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LAW-RELIGIOUS-GOV-E8ECE,UNI-LAW,Law + Religious Governance,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LAW-RELIGIOUS-INS-829E2,UNI-LAW,Law + Religious Institutions,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LAW-RURAL-GOVERNA-8B7C1,UNI-LAW,Law + Rural Governance,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LAW-SOCIOLOGY-B1068,UNI-LAW,Law + Sociology,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LAW-VERNACULAR-CO-1A654,UNI-LAW,Law + Vernacular Content,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LAW-VIRTUAL-WORLD-EE218,UNI-LAW,Law + Virtual Worlds,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LAW-VR-EDTECH-0911C,UNI-LAW,Law + VR/EdTech,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-ADMINISTRAT-F67D4,UNI-LAW,Legal Administration,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-ANALYTICS-15D7D,UNI-LAW,Legal Analytics,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-EDUCATION-R-6980B,UNI-LAW,Legal Education & Research,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-MICRO-ENTRE-85085,UNI-LAW,Legal Micro-Entrepreneurship,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-OPERATIONS-AB526,UNI-LAW,Legal Operations,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-SERVICES-7A230,UNI-LAW,Legal Services,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-SERVICES-IN-233DC,UNI-LAW,Legal Services Industry,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-SUPPORT-1D7EC,UNI-LAW,Legal Support,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-TECHNOLOGY-0BDA2,UNI-LAW,Legal Technology & AI,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-TECHNOLOGY-0D08E,UNI-LAW,Legal Technology,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-LEGAL-TECHNOLOGY-8C93C,UNI-LAW,Legal Technology & Design,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-PRIVATE-CLIENT-LA-C1EDF,UNI-LAW,Private Client Law,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-PROPERTY-INFRASTR-67EED,UNI-LAW,Property & Infrastructure,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-PUBLIC-INTEREST-A-D773A,UNI-LAW,Public Interest & Administration,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-PUBLIC-INTEREST-C-2DF8B,UNI-LAW,Public Interest & Corporate,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-PUBLIC-INTEREST-L-68294,UNI-LAW,Public Interest Law,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-SECTORAL-COMPLIAN-51297,UNI-LAW,Sectoral Compliance,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-SECTORAL-LAW-38E3C,UNI-LAW,Sectoral Law,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-SECTORAL-REGULATI-99A62,UNI-LAW,Sectoral Regulation,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-SOCIAL-SECTOR-LAW-0A294,UNI-LAW,Social Sector Law,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-TAX-FISCAL-LAW-DABEA,UNI-LAW,Tax & Fiscal Law,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-TECHNOLOGY-FINANC-EFA5A,UNI-LAW,Technology & Finance Law,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-TECHNOLOGY-GOVERN-E8240,UNI-LAW,Technology & Governance,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-TECHNOLOGY-LAW-B4020,UNI-LAW,Technology Law,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-TECHNOLOGY-LAW-FO-D9701,UNI-LAW,Technology Law & Forensics,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-LAW-TRIBUNAL-PRACTICE-CEE67,UNI-LAW,Tribunal Practice,,Validated,0.6.1a,5-Structured- Law.xlsx
DOM-MGT-ADVENTURE-RISK-OP-AD88B,UNI-MANAGEMENT,Adventure / Risk Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AGRI-BUSINESS-COL-93186,UNI-MANAGEMENT,Agri-Business / Collective Enterprise,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AGRI-TECH-SAAS-MA-5D614,UNI-MANAGEMENT,Agri-Tech / SaaS Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AGRI-TECH-SERVICE-C3FC1,UNI-MANAGEMENT,Agri-Tech / Service Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AGRI-TOURISM-EXPE-B34AF,UNI-MANAGEMENT,Agri-Tourism / Experience Business,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AGRIBUSINESS-RURA-EF3F1,UNI-MANAGEMENT,"Agribusiness, rural management, development",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AI-ERA-MANAGEMENT-89200,UNI-MANAGEMENT,AI-Era Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AI-NATIVE-OPERATI-B206C,UNI-MANAGEMENT,AI-Native Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AI-RISK-COMPLIANC-8D9C4,UNI-MANAGEMENT,AI Risk / Compliance Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AI-TECH-LIVELIHOO-AB2EA,UNI-MANAGEMENT,AI/Tech Livelihood,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-ANALYTICS-CONSULT-DC598,UNI-MANAGEMENT,Analytics/Consulting,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-ANALYTICS-MANAGEM-54B46,UNI-MANAGEMENT,Analytics Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AQUACULTURE-LUXUR-D0DD1,UNI-MANAGEMENT,Aquaculture Luxury Product,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AQUACULTURE-RURAL-3CF88,UNI-MANAGEMENT,Aquaculture / Rural Enterprise,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-AVIATION-OPERATIO-54DFF,UNI-MANAGEMENT,"Aviation operations, airport management",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-BFSI-ENTERPRISE-3CDBF,UNI-MANAGEMENT,BFSI/Enterprise,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-BFSI-MANAGEMENT-3BDA8,UNI-MANAGEMENT,BFSI Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-BHARAT-CONSUMER-D-6A166,UNI-MANAGEMENT,Bharat Consumer / Digital Marketing,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-BHARAT-DIGITAL-CO-5394B,UNI-MANAGEMENT,Bharat Digital Commerce,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-BLUE-ECONOMY-FISH-9BB5E,UNI-MANAGEMENT,Blue Economy / Fisheries Enterprise,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-BROAD-CORPORATE-M-F303C,UNI-MANAGEMENT,Broad corporate management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-BUSINESS-ANALYST-10110,UNI-MANAGEMENT,"Business analyst, analytics, RevOps, product ops",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-BUSINESS-ANALYST-41B9B,UNI-MANAGEMENT,"Business analyst, BI, consulting, product ops",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CAMPAIGN-PUBLIC-C-83B69,UNI-MANAGEMENT,Campaign / Public Communication Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CAREER-ACCELERATI-4B185,UNI-MANAGEMENT,"Career acceleration, leadership",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CAREER-SERVICES-S-711D5,UNI-MANAGEMENT,Career Services / Shadow MBA,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CIRCULAR-ECONOMY-A08C3,UNI-MANAGEMENT,Circular Economy / Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CLIMATE-ESG-FINAN-0F88E,UNI-MANAGEMENT,Climate / ESG / Finance Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CLUSTER-BRANDING-CABBA,UNI-MANAGEMENT,Cluster Branding / Rural Marketing,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-COMMUNITY-BUSINES-B314E,UNI-MANAGEMENT,Community Business / Digital Economy,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CONSULTING-ANALYT-ECE90,UNI-MANAGEMENT,Consulting / Analytics,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CONSULTING-CBDED,UNI-MANAGEMENT,Consulting,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-COOPERATIVE-AGRO-4CB42,UNI-MANAGEMENT,Cooperative / Agro-Industry Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-COOPERATIVE-DAIRY-D06FE,UNI-MANAGEMENT,Cooperative / Dairy Enterprise,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CORE-MANAGEMENT-443C3,UNI-MANAGEMENT,Core Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CRAFT-CLUSTER-MAN-2F437,UNI-MANAGEMENT,Craft / Cluster Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CREATOR-ECONOMY-551D9,UNI-MANAGEMENT,Creator Economy,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-CREATOR-PERSONAL-94652,UNI-MANAGEMENT,Creator / Personal Brand Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-DEVELOPMENT-LIVEL-0C5BC,UNI-MANAGEMENT,Development / Livelihood Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-DIGITAL-MANAGEMEN-19464,UNI-MANAGEMENT,Digital Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-DIGITAL-MARKETING-4F910,UNI-MANAGEMENT,"Digital marketing, growth, ecommerce, creator economy",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-DIGITAL-PLATFORM-EE744,UNI-MANAGEMENT,Digital / Platform Business,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-E-COMMERCE-RETAIL-777FE,UNI-MANAGEMENT,E-commerce / Retail,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-ECO-TOURISM-RESPO-810FA,UNI-MANAGEMENT,Eco-Tourism / Responsible Business,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-EDTECH-KNOWLEDGE-D859F,UNI-MANAGEMENT,EdTech / Knowledge Business,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-EDUCATION-MANAGEM-42618,UNI-MANAGEMENT,Education Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-EMERGING-MANAGEME-E8511,UNI-MANAGEMENT,Emerging Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-ENTREPRENEURSHIP-413F1,UNI-MANAGEMENT,Entrepreneurship,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-ESG-CSR-SUSTAINAB-3FAC6,UNI-MANAGEMENT,"ESG, CSR, sustainability consulting",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-EVENT-HOSPITALITY-CCD79,UNI-MANAGEMENT,Event / Hospitality,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-EVENT-MEDIA-WEDDI-84C14,UNI-MANAGEMENT,"Event, media, wedding, corporate event careers",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-EVENT-PUBLIC-LOGI-72967,UNI-MANAGEMENT,Event / Public Logistics,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-EXPERIENCE-ECONOM-69C65,UNI-MANAGEMENT,Experience Economy / Tourism Product,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-EXPORT-SUPPLY-CHA-C0418,UNI-MANAGEMENT,Export / Supply Chain,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-FINANCE-BANKING-F-9A2D5,UNI-MANAGEMENT,"Finance, banking, fintech, wealth management",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-FINANCE-BFSI-WEAL-EC163,UNI-MANAGEMENT,"Finance, BFSI, wealth, risk",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-FINANCE-MANAGEMEN-DE651,UNI-MANAGEMENT,Finance Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-FOOD-BUSINESS-MSM-D7DA5,UNI-MANAGEMENT,Food Business / MSME Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-GENERAL-BUSINESS-4748B,UNI-MANAGEMENT,"General business roles, entrepreneurship",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-GENERAL-MANAGEMEN-15059,UNI-MANAGEMENT,"General management, sales, marketing, HR, entrepreneurship",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-GENERAL-TECH-MANA-C9489,UNI-MANAGEMENT,General/Tech Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HERITAGE-BRAND-IP-215A7,UNI-MANAGEMENT,Heritage Brand / IP-linked Marketing,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HOSPITAL-ADMINIST-D8ADB,UNI-MANAGEMENT,"Hospital administrator, health-tech manager",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HOSPITALITY-TOURI-C2217,UNI-MANAGEMENT,"Hospitality, tourism, event, luxury",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HR-EDUCATION-757E4,UNI-MANAGEMENT,HR/Education,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HR-LIVELIHOOD-50ED4,UNI-MANAGEMENT,HR & Livelihood,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HR-MANAGEMENT-DC8E9,UNI-MANAGEMENT,HR Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HR-PEOPLE-OPERATI-5A1E0,UNI-MANAGEMENT,HR / People Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HR-PEOPLE-OPS-L-D-1FAFD,UNI-MANAGEMENT,"HR, people ops, L&D",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HR-RECRUITMENT-L-D8409,UNI-MANAGEMENT,"HR, recruitment, L&D, people ops",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-HUMANITARIAN-LOGI-D55E0,UNI-MANAGEMENT,Humanitarian Logistics / Crisis Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-INTERDISCIPLINARY-2E3CF,UNI-MANAGEMENT,Interdisciplinary Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-IT-MANAGEMENT-DIG-B9DAB,UNI-MANAGEMENT,"IT management, digital transformation, product ops",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-LIVELIHOOD-MANAGE-57668,UNI-MANAGEMENT,Livelihood Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-LONGEVITY-CARE-EC-931E1,UNI-MANAGEMENT,Longevity / Care Economy,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-AI-GOV-C41A4,UNI-MANAGEMENT,Management + AI Governance,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-ARTS-H-B538F,UNI-MANAGEMENT,Management + Arts/Heritage,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-CLIMAT-72A3C,UNI-MANAGEMENT,Management + Climate/Data,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-COMMER-B229D,UNI-MANAGEMENT,Management + Commerce/Trade,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-CULTUR-52C50,UNI-MANAGEMENT,Management + Culture/Tourism,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-DIGITA-C45E1,UNI-MANAGEMENT,Management + Digital Risk,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-ECONOM-CDEC9,UNI-MANAGEMENT,Management + Economics/Psychology,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-EDUCAT-035BA,UNI-MANAGEMENT,Management + Education/ERP,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-HEALTH-A23CA,UNI-MANAGEMENT,Management + Healthcare/Public Health,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-LAW-C1AC4,UNI-MANAGEMENT,Management + Law,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-LEADER-AB6AF,UNI-MANAGEMENT,"Management leadership, consulting, corporate careers",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-MEDIA-A274B,UNI-MANAGEMENT,Management + Media,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-POLITI-E9951,UNI-MANAGEMENT,Management + Politics/Data,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-PSYCHO-6EBEB,UNI-MANAGEMENT,Management + Psychology,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-RELIGI-86E5A,UNI-MANAGEMENT,Management + Religious Tourism,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-RETAIL-6EEF9,UNI-MANAGEMENT,Management + Retail/Real Estate,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-RURAL-B0A17,UNI-MANAGEMENT,Management + Rural Economy/Tech,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-SUSTAI-10362,UNI-MANAGEMENT,Management + Sustainability,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MANAGEMENT-TRAINE-E6A5D,UNI-MANAGEMENT,"Management trainee, marketing, analytics, finance",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MARINE-BIO-ENTERP-758FE,UNI-MANAGEMENT,Marine Bio-enterprise,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MARKETING-62860,UNI-MANAGEMENT,Marketing,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MARKETING-BRAND-S-764FA,UNI-MANAGEMENT,"Marketing, brand, sales, growth",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MARKETING-COMMS-95BFB,UNI-MANAGEMENT,Marketing/Comms,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MARKETING-GROWTH-2E3EF,UNI-MANAGEMENT,Marketing / Growth,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MARKETING-MEDIA-0DA11,UNI-MANAGEMENT,Marketing/Media,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MEDIA-SPORTS-CREA-B4987,UNI-MANAGEMENT,Media/Sports/Creator,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MEDIA-SPORTS-EVEN-67242,UNI-MANAGEMENT,"Media, sports, event, talent management",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-MGMT-LIVELIHOOD-935FD,UNI-MANAGEMENT,Mgmt Livelihood,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-NATURAL-PRODUCTS-CF01E,UNI-MANAGEMENT,Natural Products / Rural Enterprise,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-NATURAL-RESOURCE-FCC38,UNI-MANAGEMENT,Natural Resource / Community Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-NICHE-MANAGEMENT-52274,UNI-MANAGEMENT,Niche Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-NICHE-PET-AQUACUL-4A6E9,UNI-MANAGEMENT,Niche Pet / Aquaculture Business,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-OPERATIONS-DC741,UNI-MANAGEMENT,Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-OPERATIONS-MSME-C-977FE,UNI-MANAGEMENT,Operations / MSME Consulting,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-OPERATIONS-SCM-1BE7B,UNI-MANAGEMENT,Operations & SCM,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-OPERATIONS-SCM-PR-6BF6D,UNI-MANAGEMENT,"Operations, SCM, procurement",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-OPERATIONS-STARTU-ADFBA,UNI-MANAGEMENT,Operations / Startup,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-ORGANIC-FARM-TO-M-80C00,UNI-MANAGEMENT,Organic / Farm-to-Market,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-PLANTATION-RURAL-99886,UNI-MANAGEMENT,Plantation / Rural Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-RESOURCE-BASED-CR-04C40,UNI-MANAGEMENT,Resource-Based Craft / Green Material Business,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-RETAIL-ECOMMERCE-DDBEC,UNI-MANAGEMENT,"Retail, ecommerce, luxury, merchandising",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-RETAIL-ENTREPRENE-55D41,UNI-MANAGEMENT,Retail / Entrepreneurship,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-RETAIL-FASHION-AE55C,UNI-MANAGEMENT,Retail/Fashion,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-RETAIL-MANAGEMENT-6DC6A,UNI-MANAGEMENT,Retail Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-RETAIL-TECH-MSME-8F111,UNI-MANAGEMENT,Retail Tech / MSME Digitization,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-RURAL-AGRI-BUSINE-54BC6,UNI-MANAGEMENT,Rural / Agri Business,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-RURAL-DIGITAL-SER-E23DE,UNI-MANAGEMENT,Rural Digital Services / Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SALES-GROWTH-E6083,UNI-MANAGEMENT,Sales & Growth,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SALES-MANAGEMENT-7B173,UNI-MANAGEMENT,Sales Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SCM-LOGISTICS-PRO-CD99F,UNI-MANAGEMENT,"SCM, logistics, procurement, ecommerce ops",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SECTOR-MANAGEMENT-8B183,UNI-MANAGEMENT,Sector Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SHADOW-CAREERS-MB-D2B20,UNI-MANAGEMENT,Shadow Careers MBA,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SPIRITUAL-TOURISM-C0B98,UNI-MANAGEMENT,Spiritual Tourism / Public Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SPORTS-COMMUNITY-9F079,UNI-MANAGEMENT,Sports / Community Business,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SPORTS-MANAGEMENT-0D4E9,UNI-MANAGEMENT,"Sports management, sports events, sports analytics support",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-STARTUP-COMMUNICA-BB2D3,UNI-MANAGEMENT,Startup / Communication,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-STARTUP-FINANCE-EE08F,UNI-MANAGEMENT,Startup/Finance,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-STARTUP-MSME-FAMI-44B9B,UNI-MANAGEMENT,"Startup, MSME, family business, franchise",,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SUSTAINABILITY-DE-B6D39,UNI-MANAGEMENT,Sustainability/Development,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-SUSTAINABLE-OPERA-40C07,UNI-MANAGEMENT,Sustainable Operations / Supply Chain,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-TECH-MANAGEMENT-6BB35,UNI-MANAGEMENT,Tech Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-TOURISM-DESTINATI-02BB0,UNI-MANAGEMENT,Tourism / Destination Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-TRIBAL-LIVELIHOOD-7EF51,UNI-MANAGEMENT,Tribal Livelihood / Social Enterprise,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-URBAN-MOBILITY-PL-A4A66,UNI-MANAGEMENT,Urban Mobility / Platform Operations,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-MGT-WELLNESS-TOURISM-B1E07,UNI-MANAGEMENT,Wellness Tourism / Hospitality,,Validated,0.6.1a,4-Strcutured-Management.xlsx
DOM-SCI-AGRICULTURE-9B060,UNI-SCIENCE,Agriculture,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-AVIATION-B5882,UNI-SCIENCE,Aviation,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-AVIATION-REGULATO-04D0C,UNI-SCIENCE,Aviation / Regulatory,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-DATA-ANALYTICS-D14E3,UNI-SCIENCE,Data Analytics,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-DATA-MATH-2BD69,UNI-SCIENCE,Data/Math,,Validated,0.6.1a,1-Structured-Science.xlsx
