career_outcome_code,universe_code,name,description,governance_status,version,source_workbook
CAR-HUM-PUBLIC-POLICY-RES-97B94,UNI-HUMANITIES,Public Policy Researcher,Research policy problems and propose solutions,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-PUBLIC-RELATIONS-88FD4,UNI-HUMANITIES,Public Relations Content Specialist,Create press notes and media communication,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-PUBLISHING-COORDI-9C887,UNI-HUMANITIES,Publishing Coordinator,"Coordinate manuscripts, authors, designers, printers and deadlines",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-PUBLISHING-PLATFO-87F9E,UNI-HUMANITIES,Publishing Platform Manager,Manage publishing workflows on digital platforms and author-service portals,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-REGIONAL-LANGUAGE-D3629,UNI-HUMANITIES,Regional Language Publisher,Publish books and digital content in Indian languages,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-RELIGIOUS-STUDIES-F278A,UNI-HUMANITIES,Religious Studies / Comparative Religion Scholar,"Academic study of religions, texts and society",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-RESEARCH-DIGEST-C-EF386,UNI-HUMANITIES,Research Digest Creator,"Summarise research, policy reports and books for wider audiences",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-RURAL-DEVELOPMENT-4F741,UNI-HUMANITIES,Rural Development Professional,"Rural livelihood, governance and community projects",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SANSKRIT-STUDIES-F1792,UNI-HUMANITIES,Sanskrit Studies & Indology,"Classical texts, manuscripts, Indian knowledge systems",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SCHOOL-PSYCHOLOGI-76A23,UNI-HUMANITIES,School Psychologist / School Counsellor,"Support students, teachers and parents",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SCHOOL-TEACHER-AR-EB20C,UNI-HUMANITIES,School Teacher - Arts Subjects,"Teach History, Political Science, English, Geography etc.",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SCRIPT-WRITER-A45D8,UNI-HUMANITIES,Script Writer,"Film, OTT, Theatre",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SCRIPTWRITER-FILM-4EED0,UNI-HUMANITIES,Scriptwriter - Film/OTT/Theatre,"Write scripts, dialogues and story bibles",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SENSITIVITY-READE-45521,UNI-HUMANITIES,Sensitivity Reader,"Review manuscripts for cultural, social and ethical representation",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SOCIAL-MEDIA-CONT-7CB12,UNI-HUMANITIES,Social Media Content Strategist - Arts Route,Plan content calendars and audience communication,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SOCIAL-WORKER-MSW-4A0DA,UNI-HUMANITIES,Social Worker / MSW Professional,Work with communities and vulnerable groups,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SOCIOLOGIST-SOCIO-6B5A2,UNI-HUMANITIES,Sociologist / Sociology Professor,Research social institutions and change,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SPECIAL-EDUCATOR-3054A,UNI-HUMANITIES,Special Educator - Non-medical Route,Support learners with special needs,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SPORTS-PSYCHOLOGI-B758A,UNI-HUMANITIES,Sports Psychologist,Mental training and performance support for athletes,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-STATE-CIVIL-SERVI-83788,UNI-HUMANITIES,State Civil Services / MPSC-type Careers,"State administration, revenue, police, development",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-STUDENT-SUCCESS-M-E872F,UNI-HUMANITIES,Student Success Mentor,Education Sector,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SUBTITLING-DUBBIN-30B67,UNI-HUMANITIES,Subtitling & Dubbing Script Specialist,Create subtitles and culturally adapted dubbing scripts,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-SUBTITLING-SPECIA-2B0F8,UNI-HUMANITIES,Subtitling Specialist,"OTT Platforms, Film",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-TECHNICAL-DOCUMEN-E7C30,UNI-HUMANITIES,Technical / Documentation Writer,"Prepare guides, FAQs and knowledge-base content",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-TEMPLE-HERITAGE-I-372D4,UNI-HUMANITIES,Temple Heritage Interpreter,"Tourism, Heritage Walks",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-THEATRE-ARTIST-AC-F7BD6,UNI-HUMANITIES,Theatre Artist / Actor,"Acting, stage performance and theatre production",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-TRANSLATOR-7E127,UNI-HUMANITIES,Translator,"Publishing, Government, OTT",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-TRANSLATOR-INTERP-64E53,UNI-HUMANITIES,Translator / Interpreter,Translate documents and interpret speech,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-URBAN-STUDIES-RES-1455B,UNI-HUMANITIES,Urban Studies Researcher,"Research urbanisation, migration, housing and services",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-UX-WRITER-CONTENT-4A999,UNI-HUMANITIES,UX Writer / Content Designer,Write interface text and product communication,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-VEDIC-STUDIES-SCH-EA4A8,UNI-HUMANITIES,Vedic Studies Scholar,"Teaching, Research, Cultural Consultancy",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-WARLI-ART-SPECIAL-5FA3B,UNI-HUMANITIES,Warli Art Specialist,"Workshops, Exhibitions, Merchandise",Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-HUM-YOUTUBE-EDUCATOR-688EF,UNI-HUMANITIES,YouTube Educator,Educational Content Business,Validated,0.6.1a,2-Structured- Arts_Humanities.xlsx
CAR-INTD-ACCESSIBILITY-IN-22CE1,UNI-INTERDISCIPLINARY,Accessibility & Inclusive Design,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ADIVASI-LITERATU-2D551,UNI-INTERDISCIPLINARY,"Adivasi Literature, Oral Traditions & Cultural Archiving",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-AGRI-MARKET-INTE-30CC5,UNI-INTERDISCIPLINARY,Agri-Market Intelligence Services,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-AGRI-TECH-BUSINE-B007A,UNI-INTERDISCIPLINARY,Agri-Tech Business Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-AI-ASSISTED-MEDI-444EE,UNI-INTERDISCIPLINARY,AI-assisted Media Producer,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-AI-CONTENT-KNOWL-06A6C,UNI-INTERDISCIPLINARY,AI Content & Knowledge Systems Curator,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-AI-ETHICS-GOVERN-9CCAD,UNI-INTERDISCIPLINARY,AI Ethics & Governance Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-AI-GOVERNANCE-AN-E6D78,UNI-INTERDISCIPLINARY,AI Governance Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ARCHAEOLOGY-DIGI-1672A,UNI-INTERDISCIPLINARY,Archaeology + Digital Documentation,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ARCHIVAL-STUDIES-438E7,UNI-INTERDISCIPLINARY,Archival Studies / Archive Management,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-AREA-STUDIES-REG-63AA9,UNI-INTERDISCIPLINARY,Area Studies / Regional Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ASSISTIVE-TECHNO-40101,UNI-INTERDISCIPLINARY,Assistive Technology & Accessible Design,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-BAMBOO-LAC-MINOR-EF20E,UNI-INTERDISCIPLINARY,"Bamboo, Lac & Minor Forest Enterprise Management",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-BEHAVIOURAL-ECON-E9131,UNI-INTERDISCIPLINARY,Behavioural Economist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-BIOENTREPRENEURS-DF891,UNI-INTERDISCIPLINARY,Bioentrepreneurship Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-BIOETHICS-47F40,UNI-INTERDISCIPLINARY,Bioethics,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-BIOINFORMATICS-S-7F57D,UNI-INTERDISCIPLINARY,Bioinformatics Specialist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-BLOCKCHAIN-COMPL-20BC0,UNI-INTERDISCIPLINARY,Blockchain Compliance Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-BORDERLAND-STUDI-27EA5,UNI-INTERDISCIPLINARY,Borderland Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-BUDDHIST-STUDIES-27600,UNI-INTERDISCIPLINARY,Buddhist Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CIRCULAR-ECONOMY-D8DEF,UNI-INTERDISCIPLINARY,Circular Economy Consultant,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CLIMATE-ADAPTATI-C32E2,UNI-INTERDISCIPLINARY,Climate Adaptation Planner,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CLIMATE-FINANCE-6D2EB,UNI-INTERDISCIPLINARY,Climate Finance Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CLIMATE-HUMANITI-4364A,UNI-INTERDISCIPLINARY,Climate Humanities,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COGNITIVE-SCIENC-681E2,UNI-INTERDISCIPLINARY,Cognitive Science,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMMUNITY-BIO-CU-7252E,UNI-INTERDISCIPLINARY,Community Bio-Cultural Documentation & Ethics,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMMUNITY-CLIMAT-15EB9,UNI-INTERDISCIPLINARY,Community Climate Adaptation & Disaster Resilience,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMMUNITY-DATA-I-11BFC,UNI-INTERDISCIPLINARY,"Community Data, Impact Evaluation & Social Analytics",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMMUNITY-HEALTH-FE968,UNI-INTERDISCIPLINARY,Community Health & Tribal Public Health,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMMUNITY-MEDIA-76254,UNI-INTERDISCIPLINARY,"Community Media, Folk Media & Development Communication",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMMUNITY-MENTAL-46923,UNI-INTERDISCIPLINARY,Community Mental Health & Social Work,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMMUNITY-NUTRIT-8C1C0,UNI-INTERDISCIPLINARY,Community Nutrition & Food Systems,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMPARATIVE-RELI-2EAE0,UNI-INTERDISCIPLINARY,Comparative Religion / Religious Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMPUTATIONAL-LI-5769A,UNI-INTERDISCIPLINARY,Computational Linguistics,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMPUTATIONAL-LI-75E92,UNI-INTERDISCIPLINARY,Computational Linguist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMPUTATIONAL-LI-EEE1E,UNI-INTERDISCIPLINARY,Computational Linguist / NLP Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-COMPUTATIONAL-SO-043A8,UNI-INTERDISCIPLINARY,Computational Social Scientist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CREATOR-ECONOMY-53EB9,UNI-INTERDISCIPLINARY,Creator Economy Strategist (Structured),,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CULTURAL-ANALYTI-274FB,UNI-INTERDISCIPLINARY,Cultural Analytics Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CULTURAL-ANALYTI-E1877,UNI-INTERDISCIPLINARY,Cultural Analytics,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CYBER-LAW-SPECIA-18356,UNI-INTERDISCIPLINARY,Cyber Law Specialist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-CYBER-POLICY-DIG-5D80B,UNI-INTERDISCIPLINARY,Cyber Policy & Digital Rights Professional,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DATA-FOR-GOVERNA-F0336,UNI-INTERDISCIPLINARY,Data for Governance Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DATA-JOURNALISM-824A5,UNI-INTERDISCIPLINARY,Data Journalism Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DATA-JOURNALIST-2F2DD,UNI-INTERDISCIPLINARY,Data Journalist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DATA-PRIVACY-COM-68261,UNI-INTERDISCIPLINARY,Data Privacy Compliance Advisory,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DATA-PRIVACY-OFF-E8FA0,UNI-INTERDISCIPLINARY,Data Privacy Officer / Consultant,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DEVELOPMENT-COMM-1D561,UNI-INTERDISCIPLINARY,Development Communication Specialist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DEVELOPMENT-PROG-E60A1,UNI-INTERDISCIPLINARY,Development Programme Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DEVELOPMENT-STUD-A9172,UNI-INTERDISCIPLINARY,Development Studies at IIT / Tech-Development Interface,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DIGITAL-ANTHROPO-E5DC4,UNI-INTERDISCIPLINARY,Digital Anthropology,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DIGITAL-ARCHIVE-77A96,UNI-INTERDISCIPLINARY,Digital Archive Services,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DIGITAL-HEALTH-P-9884D,UNI-INTERDISCIPLINARY,Digital Health Product Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DIGITAL-HUMANITI-6697C,UNI-INTERDISCIPLINARY,Digital Humanities Researcher,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DIGITAL-HUMANITI-DD036,UNI-INTERDISCIPLINARY,Digital Humanities,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DIGITAL-PUBLIC-I-240E1,UNI-INTERDISCIPLINARY,Digital Public Infrastructure Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DISABILITY-STUDI-B315F,UNI-INTERDISCIPLINARY,Disability Studies & Rehabilitation Ecosystems,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-DISABILITY-STUDI-F41BD,UNI-INTERDISCIPLINARY,Disability Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ECOLOGICAL-ECONO-0699D,UNI-INTERDISCIPLINARY,Ecological Economics,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-EDUCATION-TECHNO-C89A9,UNI-INTERDISCIPLINARY,Education Technology / Learning Sciences,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-EDUCATIONAL-DATA-515AC,UNI-INTERDISCIPLINARY,Educational Data Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-EDUCATIONAL-TECH-16758,UNI-INTERDISCIPLINARY,Educational Technology Specialist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-EDUCATIONAL-TECH-86929,UNI-INTERDISCIPLINARY,Educational Technology Design Studio,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ENVIRONMENTAL-JU-D0B69,UNI-INTERDISCIPLINARY,Environmental Justice & Marginalized Communities,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ESG-SUSTAINABILI-97845,UNI-INTERDISCIPLINARY,ESG & Sustainability Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ESG-SUSTAINABILI-DD113,UNI-INTERDISCIPLINARY,ESG / Sustainability Reporting Support,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ETHICS-PUBLIC-LI-7D6A9,UNI-INTERDISCIPLINARY,Ethics & Public Life,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-ETHNOBOTANY-INDI-92169,UNI-INTERDISCIPLINARY,Ethnobotany & Indigenous Medicinal Knowledge,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FASHION-BUSINESS-1DBAE,UNI-INTERDISCIPLINARY,Fashion Business Technologist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FASHION-TECHNOLO-74732,UNI-INTERDISCIPLINARY,Fashion Technology & Business Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FILM-MEDIA-BUSIN-B3F98,UNI-INTERDISCIPLINARY,Film & Media Business Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FILM-STUDIES-CIN-8302E,UNI-INTERDISCIPLINARY,Film Studies / Cinema Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FINANCIAL-ANALYT-54A38,UNI-INTERDISCIPLINARY,Financial Analytics Freelance Studio,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FINANCIAL-ANALYT-E6977,UNI-INTERDISCIPLINARY,Financial Analytics Professional,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FINTECH-PRODUCT-64486,UNI-INTERDISCIPLINARY,FinTech Product Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FOLK-CULTURE-STU-77AF5,UNI-INTERDISCIPLINARY,Folk Culture Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FOOD-STUDIES-FOO-0278B,UNI-INTERDISCIPLINARY,Food Studies / Food Culture & Society,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FOOD-SUPPLY-CHAI-D0CF6,UNI-INTERDISCIPLINARY,Food Supply Chain Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FOOD-TECHNOLOGY-02816,UNI-INTERDISCIPLINARY,Food Technology Entrepreneur,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FOREST-PRODUCE-N-0966A,UNI-INTERDISCIPLINARY,Forest Produce & NTFP Value Chain Management,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-FOREST-RIGHTS-CO-BBFA5,UNI-INTERDISCIPLINARY,Forest Rights & Community Resource Governance,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-GAME-STUDIES-INT-7B52E,UNI-INTERDISCIPLINARY,Game Studies / Interactive Media Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-GENDER-SEXUALITY-6976F,UNI-INTERDISCIPLINARY,Gender & Sexuality / Queer Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-GENDER-STUDIES-CA8F8,UNI-INTERDISCIPLINARY,Gender Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-GENDER-TRIBAL-WO-A5BD7,UNI-INTERDISCIPLINARY,"Gender, Tribal Women & Development Practice",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-GEOAI-ANALYST-642FA,UNI-INTERDISCIPLINARY,GeoAI Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-GEOAI-GEOSPATIAL-70952,UNI-INTERDISCIPLINARY,GeoAI / Geospatial Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-GONDWANA-REGION-515D7,UNI-INTERDISCIPLINARY,Gondwana Region Studies & Local Resource Development,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HANDLOOM-HANDICR-0D035,UNI-INTERDISCIPLINARY,"Handloom, Handicraft & GI Product Ecosystem",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HEALTH-DATA-DASH-4E7E3,UNI-INTERDISCIPLINARY,Health Data Dashboard Services,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HEALTH-INFORMATI-0F866,UNI-INTERDISCIPLINARY,Health Informatics Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HERITAGE-EXPERIE-3CF45,UNI-INTERDISCIPLINARY,Heritage Experience Enterprise,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HERITAGE-EXPERIE-EE13D,UNI-INTERDISCIPLINARY,Heritage Experience Designer,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HERITAGE-STUDIES-F5EBD,UNI-INTERDISCIPLINARY,Heritage Studies / Heritage Management,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HIMALAYAN-STUDIE-F78FB,UNI-INTERDISCIPLINARY,Himalayan Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HOSPITAL-ANALYTI-C441F,UNI-INTERDISCIPLINARY,Hospital Analytics Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HUMAN-AI-COLLABO-59B2A,UNI-INTERDISCIPLINARY,Human-AI Collaboration Designer,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HUMAN-AI-INTERAC-22708,UNI-INTERDISCIPLINARY,Human-AI Interaction Researcher,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HUMAN-COMPUTER-I-BC1E8,UNI-INTERDISCIPLINARY,Human-Computer Interaction (HCI),,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HUMAN-FACTORS-ER-DA92F,UNI-INTERDISCIPLINARY,Human Factors / Ergonomics Specialist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-HUMAN-RIGHTS-STU-DA7C2,UNI-INTERDISCIPLINARY,Human Rights Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-INCLUSIVE-EDUCAT-64D6B,UNI-INTERDISCIPLINARY,Inclusive Education for Tribal & Marginalized Learners,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-INCLUSIVE-URBAN-8E057,UNI-INTERDISCIPLINARY,Inclusive Urban Marginality & Slum Development,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-INDIC-KNOWLEDGE-47EC6,UNI-INTERDISCIPLINARY,Indic Knowledge Systems / Indian Knowledge Systems,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-INDIGENOUS-AGRIC-076CB,UNI-INTERDISCIPLINARY,Indigenous Agriculture & Millets Enterprise,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-INDIGENOUS-FOOD-2336B,UNI-INTERDISCIPLINARY,"Indigenous Food, Culinary Heritage & Nutrition Enterprise",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-INDIGENOUS-KNOWL-63C06,UNI-INTERDISCIPLINARY,Indigenous Knowledge IPR & Benefit-Sharing,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-KNOWLEDGE-CULTUR-17CAA,UNI-INTERDISCIPLINARY,"Knowledge, Culture & Innovation Studies",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-LEGAL-ANTHROPOLO-F2162,UNI-INTERDISCIPLINARY,Legal Anthropology,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-LEGAL-DATA-ANALY-3375F,UNI-INTERDISCIPLINARY,Legal Data Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-LEGAL-DESIGN-CON-95FDF,UNI-INTERDISCIPLINARY,Legal Design Consultant,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-LEGAL-TECH-PRODU-90ECB,UNI-INTERDISCIPLINARY,Legal Tech Product Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-LIBRARY-INFORMAT-3B3B2,UNI-INTERDISCIPLINARY,Library & Information Science + Data Curation,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-LIVELIHOOD-MISSI-C28BC,UNI-INTERDISCIPLINARY,Livelihood Mission & SHG Enterprise Management,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MARITIME-STUDIES-3F83E,UNI-INTERDISCIPLINARY,Maritime Studies / Blue Humanities,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MASCULINITY-STUD-9E4F5,UNI-INTERDISCIPLINARY,Masculinity Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MEDIA-CULTURAL-S-24523,UNI-INTERDISCIPLINARY,Media & Cultural Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MEDICAL-HUMANITI-608E4,UNI-INTERDISCIPLINARY,Medical Humanities,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MEDTECH-OPERATIO-E268B,UNI-INTERDISCIPLINARY,MedTech Operations Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MICROFINANCE-FIN-6A34B,UNI-INTERDISCIPLINARY,Microfinance & Financial Inclusion,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
